latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
12.61018,107.36924,332.52,1.02,1.01,2023-03-10,0304,T,84,6.1NRT,301.86,24.82,D
12.60886,107.37847,326.93,1.02,1.01,2023-03-10,0304,T,79,6.1NRT,302.85,17.42,D
12.58462,107.35625,317.16,1.02,1.01,2023-03-10,0304,T,48,6.1NRT,302.5,7.09,D
12.54999,107.14631,323.17,1.03,1.02,2023-03-10,0304,T,73,6.1NRT,303.69,13.47,D
12.30246,108.78902,340.05,1.01,1,2023-03-10,0304,T,91,6.1NRT,297.7,39.71,D
12.64114,106.2337,338.52,1.11,1.05,2023-03-10,0304,T,87,6.1NRT,306.62,32.28,D
12.4039,107.90935,318.63,1,1,2023-03-10,0304,T,71,6.1NRT,300.88,10.07,D
12.23011,108.90849,310.15,1.01,1.01,2023-03-10,0304,T,51,6.1NRT,298.04,5.03,D
12.43124,107.33144,321.02,1.02,1.01,2023-03-10,0304,T,72,6.1NRT,304.71,9.52,D
12.31055,108.16581,326.93,1,1,2023-03-10,0304,T,81,6.1NRT,304.06,18.29,D
12.30925,108.1748,313.33,1,1,2023-03-10,0304,T,44,6.1NRT,301.9,5.13,D
12.35147,107.82188,323.38,1,1,2023-03-10,0304,T,77,6.1NRT,299.55,15.44,D
12.14417,106.82349,319.95,1.05,1.02,2023-03-10,0304,T,49,6.1NRT,303.01,7.88,D
11.55471,107.72969,317.32,1,1,2023-03-10,0304,T,64,6.1NRT,299.27,9.79,D
11.63363,106.65563,336.06,1.05,1.02,2023-03-10,0304,T,86,6.1NRT,303.9,31.73,D
11.63231,106.66509,327.15,1.05,1.02,2023-03-10,0304,T,78,6.1NRT,303.91,19.37,D
11.28889,108.71824,334.15,1.02,1.01,2023-03-10,0304,T,86,6.1NRT,308.28,22.22,D
11.28754,108.72738,328.67,1.02,1.01,2023-03-10,0304,T,76,6.1NRT,308.18,14.74,D
11.18151,108.39027,328.9,1.01,1,2023-03-10,0304,T,72,6.1NRT,310.45,11.5,D
11.18017,108.39927,349.33,1.01,1,2023-03-10,0304,T,95,6.1NRT,312.78,44.24,D
11.38234,106.86933,314.08,1.03,1.02,2023-03-10,0304,T,47,6.1NRT,301.68,4.95,D
11.38101,106.87862,317.85,1.03,1.02,2023-03-10,0304,T,63,6.1NRT,302.2,8.39,D
11.68715,104.29874,328.48,1.4,1.17,2023-03-10,0304,T,78,6.1NRT,305.2,23.26,D
11.6855,104.31135,322.38,1.39,1.17,2023-03-10,0304,T,49,6.1NRT,302.36,11.82,D
11.67511,104.31004,324.14,1.39,1.17,2023-03-10,0304,T,60,6.1NRT,302.68,15.97,D
11.67207,104.04237,322.04,1.45,1.19,2023-03-10,0304,T,69,6.1NRT,300.88,17.66,D
11.24122,106.50108,330.14,1.06,1.03,2023-03-10,0304,T,80,6.1NRT,302.93,22.48,D
10.99292,107.9128,320.15,1,1,2023-03-10,0304,T,57,6.1NRT,304.85,7.01,D
11.49183,104.14403,319.54,1.42,1.18,2023-03-10,0304,T,60,6.1NRT,301.16,13.07,D
11.06751,106.8811,323.09,1.03,1.01,2023-03-10,0304,T,70,6.1NRT,302.04,12.96,D
10.815,107.48295,367.8,1,1,2023-03-10,0304,T,100,6.1NRT,305.41,100.48,D
10.81369,107.49195,324.46,1,1,2023-03-10,0304,T,72,6.1NRT,305.13,12.98,D
10.88899,105.38345,317.68,1.17,1.08,2023-03-10,0304,T,59,6.1NRT,301.22,9.08,D
10.66442,106.66972,322.18,1.04,1.02,2023-03-10,0304,T,47,6.1NRT,308.02,12.59,D
10.64896,105.54397,314.81,1.15,1.07,2023-03-10,0304,T,58,6.1NRT,300.09,8.63,D
10.59497,105.51558,315.06,1.15,1.07,2023-03-10,0304,T,58,6.1NRT,300.19,7.56,D
10.76943,103.68441,317.65,1.49,1.21,2023-03-10,0304,T,54,6.1NRT,301.03,9.81,D
2.90493,101.29181,319,1.71,1.28,2023-03-10,0306,T,0,6.1NRT,297.78,18.63,D
1.23454,111.46183,308.28,1.95,1.36,2023-03-10,0306,T,28,6.1NRT,289.87,12.67,D
-2.76446,106.46393,313.34,1.06,1.03,2023-03-10,0306,T,63,6.1NRT,294.11,6.81,D
-7.25348,112.70369,317.35,3.37,1.73,2023-03-10,0308,T,23,6.1NRT,292.58,47.61,D
-7.24976,112.69879,317.93,3.37,1.73,2023-03-10,0308,T,39,6.1NRT,292.65,53.27,D
-6.97302,107.61533,322.07,1.35,1.15,2023-03-10,0308,T,63,6.1NRT,298.12,10.63,D
-7.0119,107.7463,311.92,1.38,1.16,2023-03-10,0308,T,38,6.1NRT,295.35,7.87,D
-7.37272,108.54183,313.09,1.59,1.24,2023-03-10,0308,T,59,6.1NRT,294.07,13.48,D
42.84767,118.88409,310.57,1.12,1.05,2023-03-10,0255,T,65,6.1NRT,292.31,6.15,D
42.59855,119.72633,309.43,1.21,1.09,2023-03-10,0255,T,63,6.1NRT,292.79,5.67,D
42.44511,120.45907,309.24,1.31,1.14,2023-03-10,0255,T,64,6.1NRT,294.32,6.46,D
42.50967,119.58672,315.08,1.2,1.09,2023-03-10,0255,T,68,6.1NRT,293.98,11.29,D
42.2202,120.43446,319.23,1.32,1.14,2023-03-10,0255,T,77,6.1NRT,293.62,19.9,D
42.35706,118.79844,310.52,1.13,1.06,2023-03-10,0255,T,68,6.1NRT,292.74,6.39,D
41.58604,119.70148,306.53,1.26,1.11,2023-03-10,0255,T,43,6.1NRT,292.46,4.25,D
39.8746,118.16324,310.41,1.15,1.07,2023-03-10,0257,T,61,6.1NRT,295.48,6.77,D
39.74981,118.82113,307.79,1.23,1.1,2023-03-10,0257,T,53,6.1NRT,294.04,6.27,D
39.89397,114.66497,306.78,1,1,2023-03-10,0257,T,33,6.1NRT,292.36,3.81,D
39.55396,116.78839,307.78,1.05,1.02,2023-03-10,0257,T,43,6.1NRT,294.34,3.57,D
39.29653,117.9885,309.16,1.16,1.07,2023-03-10,0257,T,38,6.1NRT,296.38,3.93,D
39.73566,114.07491,309.5,1.02,1.01,2023-03-10,0257,T,57,6.1NRT,295.58,4.36,D
39.12554,117.63983,311.15,1.13,1.06,2023-03-10,0257,T,38,6.1NRT,294.8,7.8,D
39.08059,117.41084,314.07,1.11,1.05,2023-03-10,0257,T,66,6.1NRT,297.03,9.06,D
39.07851,117.4233,319.23,1.11,1.05,2023-03-10,0257,T,74,6.1NRT,298.18,14.44,D
39.48896,114.32718,310.08,1.01,1,2023-03-10,0257,T,59,6.1NRT,295.33,4.95,D
39.5939,112.83667,312.19,1.08,1.04,2023-03-10,0257,T,67,6.1NRT,294.28,7.12,D
39.30534,114.57835,341.14,1,1,2023-03-10,0257,T,91,6.1NRT,297.14,39.47,D
39.30372,114.58969,350.92,1,1,2023-03-10,0257,T,96,6.1NRT,301.48,57.29,D
39.29653,114.5763,318.2,1,1,2023-03-10,0257,T,40,6.1NRT,297.99,10.69,D
39.29492,114.58761,326.11,1,1,2023-03-10,0257,T,64,6.1NRT,298.77,17.64,D
39.28288,114.60826,325.98,1,1,2023-03-10,0257,T,48,6.1NRT,299.42,15.6,D
39.27407,114.60619,346.72,1,1,2023-03-10,0257,T,94,6.1NRT,300.57,48.76,D
38.84208,117.10872,313.41,1.09,1.04,2023-03-10,0257,T,31,6.1NRT,299.82,7.36,D
38.83295,117.10626,311.75,1.09,1.04,2023-03-10,0257,T,37,6.1NRT,299.45,5.81,D
38.83093,117.11849,311.78,1.09,1.04,2023-03-10,0257,T,46,6.1NRT,297.48,5.84,D
39.32928,113.53445,310.13,1.03,1.02,2023-03-10,0257,T,60,6.1NRT,295.77,4.65,D
39.30962,113.47548,311,1.04,1.02,2023-03-10,0257,T,43,6.1NRT,296.35,5.94,D
39.18216,112.53085,310.9,1.1,1.04,2023-03-10,0257,T,64,6.1NRT,293.59,5.71,D
39.18061,112.5433,309.51,1.1,1.04,2023-03-10,0257,T,61,6.1NRT,294.36,4.69,D
38.09183,117.35505,310.83,1.13,1.06,2023-03-10,0257,T,54,6.1NRT,299.88,5.04,D
38.17509,116.41012,316.16,1.06,1.03,2023-03-10,0257,T,66,6.1NRT,299.97,8.36,D
37.43601,117.2354,311.64,1.15,1.07,2023-03-10,0257,T,55,6.1NRT,300.24,7.2,D
37.08167,118.88679,313.83,1.39,1.17,2023-03-10,0257,T,54,6.1NRT,302.72,7.66,D
37.29028,117.42954,311.94,1.17,1.08,2023-03-10,0257,T,43,6.1NRT,299.92,5.22,D
37.01456,118.40848,314.38,1.31,1.14,2023-03-10,0257,T,47,6.1NRT,301.63,8.43,D
36.96164,118.69892,315.87,1.36,1.16,2023-03-10,0257,T,64,6.1NRT,302.7,8.46,D
36.95155,118.69604,315.25,1.36,1.16,2023-03-10,0257,T,63,6.1NRT,302.6,7.11,D
36.84039,116.79095,311.01,1.12,1.06,2023-03-10,0257,T,16,6.1NRT,297.49,5.14,D
36.66303,117.48159,316.13,1.2,1.09,2023-03-10,0257,T,65,6.1NRT,300.21,10.47,D
36.65885,117.48756,314.63,1.2,1.09,2023-03-10,0257,T,58,6.1NRT,299.94,8.6,D
37.45343,109.77991,309.86,1.39,1.17,2023-03-10,0257,T,59,6.1NRT,295.44,6.51,D
37.12844,111.6252,313.28,1.13,1.06,2023-03-10,0257,T,67,6.1NRT,298.64,6.8,D
37.12691,111.63763,310.66,1.13,1.06,2023-03-10,0257,T,55,6.1NRT,296.87,4.16,D
36.20814,116.62403,310.61,1.12,1.06,2023-03-10,0257,T,56,6.1NRT,298.4,5.9,D
35.41459,117.9178,316.64,1.32,1.14,2023-03-10,0257,T,51,6.1NRT,301.81,6.39,D
35.40462,117.91512,318.62,1.32,1.14,2023-03-10,0257,T,55,6.1NRT,302.99,9.16,D
35.72068,115.74924,345.86,1.07,1.03,2023-03-10,0257,T,94,6.1NRT,300.37,54.98,D
35.79151,114.58273,308.28,1.01,1,2023-03-10,0257,T,52,6.1NRT,297.04,4.66,D
35.37819,115.51292,309.98,1.06,1.03,2023-03-10,0257,T,16,6.1NRT,297.97,5.67,D
35.05153,116.14455,311.98,1.11,1.05,2023-03-10,0257,T,64,6.1NRT,296.92,7.18,D
33.9652,119.65777,314.09,1.79,1.31,2023-03-10,0257,T,63,6.1NRT,299.22,18.36,D
34.57335,116.01646,311.07,1.12,1.05,2023-03-10,0257,T,64,6.1NRT,297.88,7.24,D
35.32925,110.49442,308.68,1.21,1.09,2023-03-10,0257,T,43,6.1NRT,294.24,5.7,D
33.92722,116.68342,310.31,1.21,1.1,2023-03-10,0257,T,42,6.1NRT,297.79,7.13,D
34.50523,112.81783,311.6,1.01,1,2023-03-10,0257,T,40,6.1NRT,299.95,5.02,D
34.32749,113.29215,313.81,1,1,2023-03-10,0257,T,59,6.1NRT,298.29,6.75,D
34.32596,113.3028,316.3,1,1,2023-03-10,0257,T,68,6.1NRT,299.23,8.59,D
33.29955,117.76389,309.72,1.42,1.18,2023-03-10,0257,T,53,6.1NRT,295.86,10.66,D
33.41983,116.68195,309.22,1.24,1.1,2023-03-10,0257,T,59,6.1NRT,297.77,7.79,D
33.93729,111.77976,315.58,1.05,1.02,2023-03-10,0257,T,67,6.1NRT,299.61,8.45,D
33.06574,117.2809,309.93,1.34,1.15,2023-03-10,0257,T,61,6.1NRT,296.78,9.32,D
32.91663,117.70234,313.5,1.43,1.18,2023-03-10,0257,T,49,6.1NRT,295.43,10.81,D
32.82557,116.29652,307.28,1.21,1.09,2023-03-10,0257,T,28,6.1NRT,294.15,5.1,D
32.81598,116.29422,312.98,1.21,1.09,2023-03-10,0257,T,66,6.1NRT,296.36,10.48,D
32.81499,116.24192,308.98,1.2,1.09,2023-03-10,0257,T,42,6.1NRT,298.87,6.13,D
32.47541,116.41825,307.07,1.24,1.11,2023-03-10,0257,T,38,6.1NRT,295.1,6.2,D
32.09594,117.54648,311.8,1.45,1.19,2023-03-10,0257,T,53,6.1NRT,298,10.59,D
32.36964,115.93315,314.65,1.18,1.08,2023-03-10,0257,T,69,6.1NRT,297.12,9.78,D
32.56275,113.91338,313.64,1.02,1.01,2023-03-10,0257,T,58,6.1NRT,300.96,7.39,D
32.2448,114.23422,312.89,1.04,1.02,2023-03-10,0300,T,61,6.1NRT,300.85,5.92,D
32.24313,114.24496,315.28,1.04,1.02,2023-03-10,0300,T,67,6.1NRT,300.38,7.88,D
32.23856,114.15556,313.91,1.03,1.01,2023-03-10,0300,T,64,6.1NRT,300.16,6.88,D
32.2473,113.73567,310.7,1.01,1.01,2023-03-10,0300,T,59,6.1NRT,298.81,4.76,D
31.8394,115.59798,312.49,1.16,1.07,2023-03-10,0300,T,61,6.1NRT,301.02,6.72,D
31.31423,117.98187,311.19,1.6,1.24,2023-03-10,0300,T,62,6.1NRT,295.27,12.81,D
31.1389,118.17267,313.49,1.65,1.26,2023-03-10,0300,T,67,6.1NRT,300.43,14.55,D
32.21244,111.53324,305.73,1.04,1.02,2023-03-10,0300,T,62,6.1NRT,285.47,6.25,D
31.1395,118.16673,310.53,1.65,1.26,2023-03-10,0300,T,54,6.1NRT,300.04,9.73,D
31.87811,112.74201,325.01,1,1,2023-03-10,0300,T,83,6.1NRT,278.76,23.44,D
31.87661,112.75235,301.66,1,1,2023-03-10,0300,T,31,6.1NRT,278.25,4.93,D
31.02277,116.97438,309.41,1.4,1.17,2023-03-10,0300,T,61,6.1NRT,295.94,6.61,D
31.31129,114.68727,319.92,1.08,1.04,2023-03-10,0300,T,78,6.1NRT,294.71,16.41,D
31.1481,114.49153,302.53,1.07,1.03,2023-03-10,0300,T,39,6.1NRT,279.05,5.41,D
30.88707,114.9549,306.5,1.12,1.05,2023-03-10,0300,T,52,6.1NRT,287.83,4.14,D
30.76345,115.57302,312.2,1.2,1.09,2023-03-10,0300,T,26,6.1NRT,294.25,9.14,D
30.76138,115.58508,321.4,1.2,1.09,2023-03-10,0300,T,80,6.1NRT,294.57,19.35,D
30.75892,115.57879,314.87,1.2,1.09,2023-03-10,0300,T,74,6.1NRT,293.96,13.92,D
30.81453,115.18399,307.99,1.15,1.07,2023-03-10,0300,T,65,6.1NRT,285.65,7.61,D
30.4491,117.24181,304.94,1.49,1.21,2023-03-10,0300,T,54,6.1NRT,293,6.92,D
30.70256,115.36029,305.78,1.17,1.08,2023-03-10,0300,T,49,6.1NRT,284.2,5.28,D
30.69861,115.38413,304.99,1.17,1.08,2023-03-10,0300,T,36,6.1NRT,284.71,4.68,D
30.59777,115.19662,301.67,1.16,1.07,2023-03-10,0300,T,44,6.1NRT,281.92,4.11,D
30.14904,115.48149,321.49,1.21,1.09,2023-03-10,0300,T,30,6.1NRT,295.68,17.9,D
30.07802,115.89315,308.29,1.27,1.12,2023-03-10,0300,T,64,6.1NRT,294.49,5.96,D
30.18837,115.19176,317.76,1.17,1.08,2023-03-10,0300,T,72,6.1NRT,295.47,16.57,D
30.12241,115.20757,309.23,1.17,1.08,2023-03-10,0300,T,19,6.1NRT,293.69,6.2,D
30.12043,115.2194,309.69,1.17,1.08,2023-03-10,0300,T,16,6.1NRT,295.62,6.33,D
30.11294,115.20548,329.15,1.17,1.08,2023-03-10,0300,T,80,6.1NRT,295.67,30.08,D
30.11095,115.2173,320.07,1.17,1.08,2023-03-10,0300,T,78,6.1NRT,295.55,17.44,D
30.25609,114.21858,316.21,1.07,1.03,2023-03-10,0300,T,0,6.1NRT,298.8,10.28,D
29.84937,116.43501,307.43,1.37,1.16,2023-03-10,0300,T,52,6.1NRT,296,6.82,D
30.04882,115.21012,307.04,1.18,1.08,2023-03-10,0300,T,44,6.1NRT,294.45,5.14,D
30.04684,115.222,307.75,1.18,1.08,2023-03-10,0300,T,0,6.1NRT,294.2,5.98,D
29.78691,116.02325,307.1,1.3,1.13,2023-03-10,0300,T,45,6.1NRT,294.44,6.16,D
29.82191,115.01971,306.63,1.16,1.07,2023-03-10,0300,T,56,6.1NRT,294.69,6.65,D
29.68082,114.69046,308.34,1.13,1.06,2023-03-10,0300,T,0,6.1NRT,296.34,7.99,D
28.3835,117.85537,309.69,1.8,1.32,2023-03-10,0300,T,29,6.1NRT,297.87,10.1,D
28.52352,115.87228,315.76,1.34,1.15,2023-03-10,0300,T,31,6.1NRT,299.04,11.98,D
28.41046,114.96669,312.85,1.21,1.09,2023-03-10,0300,T,71,6.1NRT,295.24,10.54,D
28.40845,114.97866,312.31,1.21,1.09,2023-03-10,0300,T,70,6.1NRT,294.93,9.91,D
28.31879,114.84231,322.89,1.19,1.09,2023-03-10,0300,T,81,6.1NRT,297.42,21.09,D
28.30924,114.84031,313.47,1.19,1.09,2023-03-10,0300,T,36,6.1NRT,295.4,10.01,D
27.8836,116.40031,310.83,1.48,1.2,2023-03-10,0300,T,67,6.1NRT,295.88,9.64,D
27.88099,116.41489,311,1.48,1.2,2023-03-10,0300,T,67,6.1NRT,296.43,9.89,D
27.66303,117.41367,303.79,1.74,1.29,2023-03-10,0300,T,38,6.1NRT,293.48,9.42,D
28.33965,112.9865,307.18,1.03,1.01,2023-03-10,0300,T,49,6.1NRT,293.97,3.29,D
27.42054,117.90175,305.86,1.9,1.35,2023-03-10,0300,T,58,6.1NRT,293.12,13.64,D
27.41693,117.92072,310.8,1.91,1.35,2023-03-10,0300,T,68,6.1NRT,293.56,22.2,D
28.18084,113.17603,309.93,1.04,1.02,2023-03-10,0300,T,47,6.1NRT,297.98,4.94,D
27.86042,114.75166,310.3,1.2,1.09,2023-03-10,0300,T,63,6.1NRT,296.66,7.46,D
28.08105,113.04424,316.61,1.03,1.02,2023-03-10,0300,T,74,6.1NRT,297.08,10.34,D
28.07948,113.05445,308.21,1.03,1.02,2023-03-10,0300,T,36,6.1NRT,295.15,3.64,D
26.82459,118.78256,322.05,2.26,1.46,2023-03-10,0300,T,81,6.1NRT,293.55,57.18,D
26.82004,118.80518,310.44,2.27,1.46,2023-03-10,0300,T,26,6.1NRT,294.13,23.36,D
26.82575,118.77745,311.59,2.26,1.46,2023-03-10,0300,T,65,6.1NRT,293.41,28.7,D
26.82136,118.80006,314.95,2.27,1.46,2023-03-10,0300,T,74,6.1NRT,293.92,36.46,D
26.8132,118.77359,307.1,2.26,1.46,2023-03-10,0300,T,7,6.1NRT,293.09,17.59,D
26.80853,118.79755,312.13,2.27,1.46,2023-03-10,0300,T,50,6.1NRT,295.69,28.43,D
26.85998,113.1642,308.33,1.06,1.03,2023-03-10,0300,T,61,6.1NRT,295.75,5.63,D
27.16032,108.81168,319.67,1.18,1.08,2023-03-10,0300,T,78,6.1NRT,292.3,17.97,D
25.91028,115.06944,308.28,1.33,1.14,2023-03-10,0300,T,43,6.1NRT,296.66,7.1,D
26.38167,111.82014,309.43,1,1,2023-03-10,0300,T,61,6.1NRT,295.44,5.18,D
26.42961,111.10761,319.42,1,1,2023-03-10,0300,T,77,6.1NRT,293.01,15.16,D
26.14709,112.87183,313.86,1.05,1.02,2023-03-10,0300,T,71,6.1NRT,296.18,9.31,D
26.13904,112.92329,307.43,1.06,1.03,2023-03-10,0300,T,58,6.1NRT,295.89,4.3,D
26.11997,112.86679,317.08,1.05,1.02,2023-03-10,0300,T,75,6.1NRT,297.16,11.7,D
26.10443,112.9063,309.97,1.06,1.03,2023-03-10,0300,T,64,6.1NRT,297.27,4.7,D
25.75689,114.6983,309.01,1.28,1.12,2023-03-10,0300,T,54,6.1NRT,294.67,6,D
25.76579,114.5858,308.44,1.26,1.11,2023-03-10,0300,T,0,6.1NRT,297.24,7.66,D
-37.75464,-70.97089,303.73,1.84,1.33,2023-03-10,0344,T,57,6.1NRT,272.75,24.81,N
-37.74959,-70.9792,303.16,1.84,1.33,2023-03-10,0344,T,54,6.1NRT,272.81,22.53,N
10.49107,-85.73566,305,1.3,1.13,2023-03-10,0359,T,63,6.1NRT,294.16,6.77,N
43.39831,-4.99841,341.38,1.42,1.18,2023-03-10,0300,A,100,6.1NRT,284.4,81.31,N
43.39489,-4.98097,304.31,1.42,1.18,2023-03-10,0300,A,59,6.1NRT,282.9,14.54,N
43.38473,-4.92914,304.57,1.43,1.18,2023-03-10,0300,A,61,6.1NRT,282.69,14.81,N
43.29649,-6.27197,301.17,1.25,1.11,2023-03-10,0300,A,38,6.1NRT,278.84,10.22,N
13.84003,-11.31909,302.42,2.35,1.48,2023-03-10,0306,A,49,6.1NRT,291.32,16.61,N
13.03175,-14.35844,331.94,1.45,1.19,2023-03-10,0306,A,100,6.1NRT,292.85,54.8,N
13.02964,-14.34538,303.74,1.45,1.19,2023-03-10,0306,A,57,6.1NRT,291.01,9.48,N
-10.02183,147.84064,326.41,1.01,1.01,2023-03-10,0357,A,73,6.1NRT,301.84,12.2,D
-9.9935,147.84589,327.03,1.01,1.01,2023-03-10,0357,A,76,6.1NRT,300.35,13.5,D
-8.40845,141.53087,312.33,2.32,1.47,2023-03-10,0357,A,42,6.1NRT,291.11,25.96,D
-8.39526,141.52913,311.02,2.32,1.47,2023-03-10,0357,A,19,6.1NRT,290.12,18.34,D
-7.21347,146.55632,330.14,1.06,1.03,2023-03-10,0357,A,86,6.1NRT,293.76,24.69,D
-7.21481,146.54678,322.61,1.06,1.03,2023-03-10,0357,A,81,6.1NRT,292.04,14.98,D
-7.13926,146.31128,313.17,1.07,1.03,2023-03-10,0357,A,54,6.1NRT,287.62,10.15,D
-6.49359,147.79877,313.22,1,1,2023-03-10,0357,A,32,6.1NRT,292.22,6.17,D
-6.55338,146.28511,325.72,1.07,1.03,2023-03-10,0359,A,82,6.1NRT,295.34,18.71,D
-5.87539,143.41254,328.94,1.53,1.22,2023-03-10,0359,A,54,6.1NRT,289.22,47.58,D
-5.87725,143.39931,320.16,1.53,1.22,2023-03-10,0359,A,30,6.1NRT,286.12,29.89,D
-5.94395,141.12488,312.54,2.29,1.46,2023-03-10,0359,A,0,6.1NRT,294.47,18.92,D
-5.93395,141.11861,312.94,2.29,1.46,2023-03-10,0359,A,0,6.1NRT,294.98,19.8,D
-5.70878,142.55809,315.05,1.76,1.3,2023-03-10,0359,A,71,6.1NRT,296.19,26.18,D
-5.21239,144.20682,324.57,1.31,1.14,2023-03-10,0359,A,83,6.1NRT,286.28,28.69,D
34.29214,135.48753,300.26,1.16,1.07,2023-03-10,0408,A,9,6.1NRT,284.98,4.51,D
35.02153,136.873,315.42,1.03,1.02,2023-03-10,0408,A,0,6.1NRT,300.97,7.23,D
35.29307,132.88568,301.42,1.51,1.21,2023-03-10,0408,A,36,6.1NRT,289.27,5.48,D
-36.99899,141.89168,312.56,4.75,1.99,2023-03-10,0349,A,27,6.1NRT,292.5,53.99,D
-36.01025,148.04523,338.5,1.9,1.35,2023-03-10,0349,A,89,6.1NRT,307.41,77.48,D
-35.49802,147.24634,333.93,2.1,1.41,2023-03-10,0349,A,85,6.1NRT,306.05,66.58,D
-35.48521,147.245,334.71,2.1,1.41,2023-03-10,0349,A,85,6.1NRT,306.86,69.36,D
-35.49629,147.26279,327.33,2.09,1.41,2023-03-10,0349,A,78,6.1NRT,304.78,41.42,D
-35.49834,147.2392,327.16,2.1,1.41,2023-03-10,0349,A,78,6.1NRT,306.43,40.99,D
-35.48352,147.26112,325.39,2.09,1.41,2023-03-10,0349,A,75,6.1NRT,305.74,36.9,D
-35.48552,147.23785,328.81,2.1,1.41,2023-03-10,0349,A,79,6.1NRT,306.81,48.49,D
-35.3133,146.98758,319.91,2.17,1.43,2023-03-10,0349,A,64,6.1NRT,307.72,14.12,D
-35.31531,146.96349,331.4,2.18,1.43,2023-03-10,0349,A,81,6.1NRT,310.27,55.43,D
-35.21195,146.97057,325.39,2.17,1.43,2023-03-10,0349,A,61,6.1NRT,306.32,30.58,D
-35.21395,146.94646,334.8,2.18,1.43,2023-03-10,0349,A,84,6.1NRT,308.56,66.48,D
-35.19896,146.96899,322.18,2.17,1.43,2023-03-10,0349,A,49,6.1NRT,308.75,22.39,D
-35.20093,146.94493,328.09,2.18,1.43,2023-03-10,0349,A,77,6.1NRT,308.47,40.54,D
-35.06492,147.48215,324.31,2,1.38,2023-03-10,0349,A,71,6.1NRT,308.27,27.09,D
-35.06686,147.45966,329.32,2.01,1.38,2023-03-10,0349,A,78,6.1NRT,309.64,43.25,D
-35.08311,147.11562,341.76,2.12,1.41,2023-03-10,0349,A,89,6.1NRT,309.33,107.22,D
-35.08505,147.09216,337.63,2.12,1.42,2023-03-10,0349,A,86,6.1NRT,308.99,86.3,D
-34.81351,149.6539,316.18,1.46,1.2,2023-03-10,0349,A,34,6.1NRT,304.43,8.24,D
-34.46172,150.86684,322.25,1.25,1.11,2023-03-10,0349,A,68,6.1NRT,302.42,14.84,D
-34.20921,147.95578,336.91,1.82,1.32,2023-03-10,0349,A,86,6.1NRT,313.93,57.17,D
-34.18708,147.9324,325.32,1.83,1.32,2023-03-10,0349,A,73,6.1NRT,314.39,20.56,D
-34.08969,148.13136,334.76,1.77,1.3,2023-03-10,0349,A,84,6.1NRT,312.08,46.85,D
-34.09151,148.11198,331.94,1.78,1.31,2023-03-10,0349,A,81,6.1NRT,312.62,38.62,D
-34.0687,147.78226,326.45,1.86,1.33,2023-03-10,0349,A,61,6.1NRT,313.83,23.86,D
-34.0706,147.7619,349.74,1.87,1.34,2023-03-10,0349,A,94,6.1NRT,315.1,116.17,D
-34.05953,147.61441,333.56,1.91,1.35,2023-03-10,0349,A,82,6.1NRT,312.91,46.03,D
-34.06142,147.59355,327.01,1.91,1.35,2023-03-10,0349,A,69,6.1NRT,311.38,25.61,D
-33.8564,147.98447,325.41,1.8,1.31,2023-03-10,0349,A,72,6.1NRT,313.85,20.65,D
-34.07329,142.24725,321.77,4.28,1.91,2023-03-10,0349,A,60,6.1NRT,298.14,89.53,D
-33.61324,148.13376,331.05,1.75,1.3,2023-03-10,0349,A,80,6.1NRT,314.15,30.65,D
-33.6015,148.13213,341.8,1.75,1.3,2023-03-10,0349,A,89,6.1NRT,316.49,66.58,D
-34.07161,142.2393,320.24,4.28,1.91,2023-03-10,0349,A,39,6.1NRT,297.19,73.08,D
-33.60427,148.14455,339.63,1.74,1.29,2023-03-10,0349,A,88,6.1NRT,315.31,59.65,D
-33.60615,148.12564,337.12,1.75,1.3,2023-03-10,0349,A,86,6.1NRT,316.44,51.04,D
-33.44923,147.87811,324.86,1.8,1.32,2023-03-10,0349,A,66,6.1NRT,314.07,14.99,D
-33.33723,146.57292,325.75,2.19,1.43,2023-03-10,0349,A,61,6.1NRT,310.17,27.86,D
-33.33924,146.54912,354.21,2.19,1.44,2023-03-10,0349,A,97,6.1NRT,316.17,177.56,D
-33.3262,146.54767,334.8,2.19,1.44,2023-03-10,0349,A,83,6.1NRT,312.87,63.59,D
-33.24606,147.32751,350.54,1.95,1.36,2023-03-10,0349,A,95,6.1NRT,313.36,132.08,D
-33.24405,147.32219,328.09,1.95,1.36,2023-03-10,0349,A,75,6.1NRT,311.76,32.98,D
-33.00132,149.45871,321.28,1.42,1.18,2023-03-10,0349,A,45,6.1NRT,306.19,16.75,D
-33.00301,149.44336,323.58,1.43,1.18,2023-03-10,0349,A,64,6.1NRT,302.95,21.36,D
-32.98066,149.54807,354.4,1.41,1.17,2023-03-10,0349,A,97,6.1NRT,310.62,97.39,D
-32.984,149.5177,358.35,1.41,1.18,2023-03-10,0349,A,99,6.1NRT,310.79,113.63,D
-32.98738,149.48701,365.64,1.42,1.18,2023-03-10,0349,A,100,6.1NRT,307.86,148.31,D
-32.99237,149.44144,381.11,1.43,1.18,2023-03-10,0349,A,100,6.1NRT,313.76,247.96,D
-32.99402,149.42638,340.88,1.43,1.18,2023-03-10,0349,A,89,6.1NRT,305.94,57.63,D
-32.97342,149.51579,345.5,1.41,1.18,2023-03-10,0349,A,92,6.1NRT,311.23,62.46,D
